Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","나머지 칩 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]",
19.11.2025,19:7:20.270,19.032,28.818,21.135,3.239,250.0,250.0,70.509,21.185,8.929,66.493,46.545,28.863,17.682,28.523,5.114,0.528,4.586,4.586,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:21.269,20.391,28.067,20.462,3.118,250.0,250.0,74.386,37.860,8.853,58.244,41.431,25.687,15.744,25.383,96.138,30.752,65.386,10.986,0.000,0.000,1.000,0.000,20.0,
19.11.2025,19:7:22.267,27.188,26.450,18.963,3.056,250.0,250.0,71.024,20.602,8.904,64.305,45.175,28.019,17.156,27.679,5.100,0.522,4.578,4.578,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:23.263,28.547,28.072,20.557,3.066,250.0,250.0,70.717,21.012,8.855,65.929,46.161,28.623,17.538,28.283,5.085,0.524,4.561,4.561,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:24.265,27.188,27.984,20.418,3.108,250.0,250.0,69.826,17.314,8.862,51.636,37.387,23.180,14.207,22.900,5.166,0.528,4.638,4.638,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:25.266,28.547,26.853,19.379,3.040,250.0,250.0,70.234,42.639,8.914,40.902,30.817,19.104,11.713,18.873,35.780,13.058,22.722,224.509,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:26.265,25.829,25.835,18.388,3.040,250.0,250.0,72.562,20.820,8.945,65.033,45.642,28.309,17.333,27.968,5.170,0.541,4.629,4.629,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:27.262,16.313,25.835,18.388,3.040,250.0,250.0,72.562,20.820,8.945,65.033,45.642,28.309,17.333,27.968,5.170,0.541,4.629,4.629,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:28.260,19.032,28.483,21.023,3.055,250.0,250.0,70.713,20.917,8.942,65.459,45.921,28.479,17.442,28.127,5.105,0.527,4.578,4.586,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:29.273,23.110,26.835,19.255,3.080,250.0,250.0,71.457,28.597,8.855,63.228,44.506,27.596,16.910,27.268,5.431,0.726,4.705,86.746,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:30.286,23.110,26.077,18.626,3.044,250.0,250.0,73.132,20.561,8.833,64.127,45.029,27.929,17.100,27.589,5.176,0.538,4.638,4.654,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:31.273,16.313,28.563,20.953,3.107,250.0,250.0,69.792,20.859,8.855,65.283,45.746,28.371,17.375,28.031,5.148,0.536,4.612,4.638,0.000,0.000,0.000,0.125,20.0,
