Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","나머지 칩 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]","총 전력 소비 [W]",
12.11.2025,12:57:34.609,17.672,28.492,18.931,3.271,250.0,250.0,31.839,9.729,4.301,27.535,19.735,12.244,7.491,12.096,5.059,0.567,4.492,3.771,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:35.614,19.032,29.179,19.701,3.332,250.0,250.0,31.713,9.291,4.228,25.941,18.709,11.597,7.112,11.462,5.042,0.558,4.484,3.779,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:36.611,17.672,30.346,20.816,3.282,250.0,250.0,31.766,9.295,4.179,25.937,18.681,11.582,7.099,11.434,5.125,0.585,4.540,3.788,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:37.609,25.829,28.757,19.270,3.266,250.0,250.0,31.368,9.733,4.240,27.526,19.705,12.211,7.494,12.063,5.156,0.612,4.544,3.779,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:38.606,19.032,30.958,21.508,3.283,250.0,250.0,31.549,9.697,4.265,28.040,20.034,12.418,7.616,12.271,4.273,0.483,3.790,3.779,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:39.608,19.032,27.629,18.152,3.240,250.0,250.0,32.235,9.628,4.302,27.160,19.504,12.098,7.406,11.951,5.039,0.559,4.480,3.779,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:40.604,23.110,30.032,20.536,3.290,250.0,250.0,30.382,9.240,4.252,25.733,18.588,11.528,7.060,11.393,5.036,0.554,4.482,3.771,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:41.601,16.313,29.649,20.165,3.274,250.0,250.0,31.008,8.941,4.154,25.304,18.281,11.327,6.954,11.192,4.215,0.436,3.779,3.771,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:42.613,20.391,30.976,21.472,3.266,250.0,250.0,31.095,19.758,8.828,58.586,41.810,25.925,15.885,25.618,7.423,0.708,6.715,6.079,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:43.613,25.829,30.812,22.262,3.314,250.0,250.0,68.965,19.926,8.861,59.092,42.149,26.136,16.013,25.817,7.542,0.717,6.825,6.109,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:44.608,29.907,31.585,23.817,3.349,250.0,250.0,67.926,19.809,8.901,58.527,41.827,25.933,15.894,25.614,7.629,0.764,6.865,6.140,0.000,0.000,0.000,42.0,0.250,
12.11.2025,12:57:45.604,35.344,27.669,19.773,3.365,250.0,250.0,53.816,9.870,4.324,27.993,20.053,12.427,7.626,12.280,5.090,0.561,4.529,3.813,0.002,0.000,0.000,42.0,0.000,
12.11.2025,12:57:46.603,17.672,32.098,21.826,3.586,250.0,250.0,33.081,9.644,4.362,27.765,19.926,12.351,7.575,12.203,4.232,0.435,3.797,3.797,0.000,0.000,0.000,42.0,0.000,
